name,company,year,Price,kms_driven,fuel_type
Chevrolet Spark 1.0 PS LPG,Chevrolet,2007,100000,84000,LPG
Chevrolet Tavera B1-10 seats BSII,Chevrolet,2010,280000,100000,Diesel
Chevrolet Tavera B1-10 seats BSII,Chevrolet,2009,295000,195000,Diesel
Chevrolet Tavera B2 8 Seats BSIII,Chevrolet,2011,650000,250000,Diesel
Chevrolet Tavera B3 LT L1 10 Seats BSIII,Chevrolet,2005,160000,220000,Diesel
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2006,225000,100000,Diesel
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,2014,600000,110000,Diesel
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,2015,434000,120000,Diesel
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,2015,509999,197000,Diesel
Chevrolet Tavera Neo 3 9 Str BSIII,Chevrolet,2014,575000,70000,Diesel
Chevrolet Tavera Neo 3 9 Str BSIII,Chevrolet,2015,425000,70000,Diesel
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,2015,580000,110000,Diesel
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,2013,454000,120000,Diesel
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,2016,620000,120000,Diesel
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,2016,620000,120000,Diesel
Chevrolet Tavera Neo 3 LS 10 Str,Chevrolet,2016,409999,60000,Diesel
Chevrolet Tavera Neo 3 LS 9 Str BSIII,Chevrolet,2015,600000,80000,Diesel
Chevrolet Tavera Neo 3 LS 9 Str BSIII,Chevrolet,2009,305000,230000,Diesel
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2014,600000,90000,Diesel
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2013,600000,90000,Diesel
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2014,500000,50000,Diesel
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2016,900000,100000,Diesel
Chevrolet Tavera Neo 3 LT 9 Seats BSIV,Chevrolet,2010,409999,210000,Diesel
Chevrolet Tavera Neo LS B3 - 10 seats BSIII,Chevrolet,2011,350000,120000,Diesel
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,Chevrolet,2010,270000,185000,Diesel
Chevrolet Tavera Neo LT-L - 9 seats BSII,Chevrolet,2010,285000,265000,Diesel
Chevrolet Trailblazer LTZ 4X2 AT,Chevrolet,2016,1295000,46000,Diesel
Daewoo Matiz SD,Daewoo,2000,100000,60000,Petrol
Daewoo Matiz SD,Daewoo,2001,45000,137000,Petrol
Daewoo Matiz SS,Daewoo,2000,86000,46951,Petrol
Datsun Go,Datsun,2016,300000,67429,Petrol
Datsun Go,Datsun,2017,310000,50602,Petrol
Datsun Go,Datsun,2014,195000,66599,Petrol
Datsun Go,Datsun,2019,436000,46116,Petrol
Datsun Go,Datsun,2017,302000,30774,Petrol
Datsun Go,Datsun,2019,420000,25591,Petrol
Datsun Go,Datsun,2016,203000,42285,Petrol
Datsun Go,Datsun,2016,212000,47323,Petrol
Datsun Go,Datsun,2014,179000,62884,Petrol
Datsun Go,Datsun,2017,316000,85298,Petrol
Datsun Go,Datsun,2014,250000,18499,Petrol
Datsun Go,Datsun,2018,316000,21714,Petrol
Datsun Go,Datsun,2018,386000,38360,Petrol
Datsun Go,Datsun,2019,408000,85674,Petrol
Datsun Go,Datsun,2020,563000,38170,Petrol
Datsun GO A,Datsun,2015,210000,80000,Petrol
Datsun GO A EPS,Datsun,2016,350000,16500,Petrol
Datsun GO A Option Petrol,Datsun,2019,500000,10000,Petrol
Datsun GO A Petrol,Datsun,2016,275000,49000,Petrol
Datsun GO A Petrol,Datsun,2016,275000,49000,Petrol
Datsun GO Anniversary Edition,Datsun,2017,385000,30000,Petrol
Datsun GO D,Datsun,2016,150000,42000,Petrol
Datsun GO D,Datsun,2016,150000,42000,Petrol
Datsun GO D Petrol,Datsun,2019,300000,40000,Petrol
Datsun Go Plus,Datsun,2018,429000,44386,Petrol
Datsun Go Plus,Datsun,2018,414000,23154,Petrol
Datsun Go Plus,Datsun,2018,334000,27977,Petrol
Datsun Go Plus,Datsun,2019,449000,18254,Petrol
Datsun Go Plus,Datsun,2018,329000,12424,Petrol
Datsun Go Plus,Datsun,2019,503000,23700,Petrol
Datsun Go Plus,Datsun,2017,335000,6596,Petrol
Datsun Go Plus,Datsun,2019,371000,47592,Petrol
Datsun Go Plus,Datsun,2021,583000,45062,Petrol
Datsun Go Plus,Datsun,2016,343000,52642,Petrol
Datsun Go Plus,Datsun,2015,309000,82962,Petrol
Datsun Go Plus,Datsun,2018,362000,44225,CNG
Datsun Go Plus,Datsun,2018,453000,12169,Petrol
Datsun Go Plus,Datsun,2018,393000,29855,Petrol
Datsun Go Plus,Datsun,2021,584000,48957,Petrol
Datsun Go Plus,Datsun,2020,502000,23221,Petrol
Datsun Go Plus,Datsun,2021,541000,10512,Petrol
Datsun Go Plus,Datsun,2019,469000,19068,Petrol
Datsun Go Plus,Datsun,2019,501000,24895,Petrol
Datsun Go Plus,Datsun,2018,378000,15832,Petrol
Datsun GO Plus A,Datsun,2015,350000,60000,Petrol
Datsun GO Plus A,Datsun,2016,385000,20000,Petrol
Datsun GO Plus A Option Petrol,Datsun,2018,530000,65000,Petrol
Datsun GO Plus Anniversary Edition,Datsun,2017,300000,60000,Petrol
Datsun GO Plus Anniversary Edition,Datsun,2018,450000,80000,Petrol
Datsun GO Plus Anniversary Edition,Datsun,2018,475000,40000,Petrol
Datsun GO Plus D,Datsun,2015,229999,60000,Petrol
Datsun GO Plus D1,Datsun,2015,300000,15000,Petrol
Datsun GO Plus T,Datsun,2017,200000,140000,Petrol
Datsun GO Plus T,Datsun,2017,325000,65000,Petrol
Datsun GO Plus T BSIV,Datsun,2015,260000,35000,Petrol
Datsun GO Plus T BSIV,Datsun,2016,325000,70000,Petrol
Datsun GO Plus T Option BSIV,Datsun,2016,350000,50000,Petrol
Datsun GO Plus T VDC,Datsun,2019,590000,4000,Petrol
Datsun GO T BSIV,Datsun,2017,329000,80000,Petrol
Datsun GO T BSIV,Datsun,2015,225000,71850,Petrol
Datsun GO T BSIV,Datsun,2016,329000,19000,Petrol
Datsun GO T BSIV,Datsun,2014,225000,33000,Petrol
Datsun GO T BSIV,Datsun,2014,225000,35000,Petrol
Datsun GO T BSIV,Datsun,2017,329000,80000,Petrol
Datsun GO T BSIV,Datsun,2017,330000,60000,Petrol
Datsun GO T Option,Datsun,2020,450000,10000,Petrol
Datsun GO T Option BSIV,Datsun,2016,335000,40000,Petrol
Datsun GO T Option BSIV,Datsun,2018,430000,5000,Petrol
Datsun GO T Option BSIV,Datsun,2015,275000,20000,Petrol
Datsun GO T Option BSIV,Datsun,2015,350000,50000,Petrol
Datsun GO T Option BSIV,Datsun,2018,430000,5000,Petrol
Datsun GO T Option BSIV,Datsun,2018,430000,5000,Petrol
Datsun GO T Option BSIV,Datsun,2016,335000,40000,Petrol
Datsun GO T Petrol,Datsun,2018,400000,10000,Petrol
Datsun GO T Petrol,Datsun,2019,459999,35000,Petrol
Datsun Redi Go,Datsun,2016,205000,37488,Petrol
Datsun Redi Go,Datsun,2018,262000,30732,Petrol
Datsun Redi Go,Datsun,2017,213000,115401,Petrol
Datsun Redi Go,Datsun,2021,411000,3635,Petrol
Datsun Redi Go,Datsun,2018,338000,45531,Petrol
Datsun Redi Go,Datsun,2021,415000,12199,Petrol
Datsun Redi Go,Datsun,2018,254000,27522,Petrol
Datsun Redi Go,Datsun,2019,322000,21541,Petrol
Datsun Redi Go,Datsun,2016,253000,31663,Petrol
Datsun Redi Go,Datsun,2020,387000,17587,Petrol
Datsun Redi Go,Datsun,2018,238000,16494,Petrol
Datsun Redi Go,Datsun,2018,269000,72869,Petrol
Datsun Redi Go,Datsun,2018,316000,38723,Petrol
Datsun Redi Go,Datsun,2016,276000,92449,Petrol
Datsun Redi Go,Datsun,2017,247000,76982,Petrol
Datsun Redi Go,Datsun,2018,275000,55547,Petrol
Datsun Redi Go,Datsun,2017,314000,28545,Petrol
Datsun Redi Go,Datsun,2018,322000,30685,Petrol
Datsun Redi Go,Datsun,2016,253000,10724,Petrol
Datsun Redi Go,Datsun,2017,306000,32419,Petrol
Datsun Redi Go,Datsun,2018,388000,37399,Petrol
Datsun Redi Go,Datsun,2017,219000,29220,Petrol
Datsun Redi Go,Datsun,2021,362000,13454,Petrol
Datsun Redi Go,Datsun,2021,477000,24021,Petrol
Datsun Redi Go,Datsun,2019,327000,33615,Petrol
Datsun Redi Go,Datsun,2017,228000,32258,Petrol
Datsun Redi Go,Datsun,2021,375000,1415,Petrol
Datsun Redi Go,Datsun,2017,224000,97628,Petrol
Datsun Redi Go,Datsun,2016,270000,61126,Petrol
Datsun Redi Go,Datsun,2019,326000,23072,Petrol
Datsun Redi Go,Datsun,2020,407000,40847,Petrol
Datsun Redi Go,Datsun,2021,364000,6573,Petrol
Datsun Redi Go,Datsun,2021,358000,6227,Petrol
Datsun Redi Go,Datsun,2017,212000,36667,Petrol
Datsun Redi Go,Datsun,2021,370000,9618,Petrol
Datsun Redi Go,Datsun,2018,324000,34102,Petrol
Datsun Redi Go,Datsun,2018,220000,67478,Petrol
Datsun Redi Go,Datsun,2016,271000,60228,Petrol
Datsun Redi Go,Datsun,2021,470000,18569,Petrol
Datsun Redi Go,Datsun,2018,350000,30402,Petrol
Datsun Redi Go,Datsun,2018,247000,106824,Petrol
Datsun Redi Go,Datsun,2020,436000,11131,Petrol
Datsun Redi Go,Datsun,2018,412000,4909,Petrol
Datsun Redi Go,Datsun,2018,289000,46291,Petrol
Datsun Redi Go,Datsun,2018,275000,48679,Petrol
Datsun Redi Go,Datsun,2018,297000,15925,Petrol
Datsun Redi Go,Datsun,2021,395000,24978,Petrol
Datsun Redi Go,Datsun,2018,243000,44293,Petrol
Datsun Redi Go,Datsun,2018,342000,15598,Petrol
Datsun Redi Go,Datsun,2018,349000,8790,Petrol
Datsun Redi Go,Datsun,2017,296000,51683,Petrol
Datsun Redi Go,Datsun,2018,306000,58071,Petrol
Datsun Redi Go,Datsun,2018,320000,28733,Petrol
Datsun Redi Go,Datsun,2018,208000,16647,Petrol
Datsun Redi Go,Datsun,2018,320000,51607,Petrol
Datsun Redi Go,Datsun,2018,298000,10478,Petrol
Datsun Redi Go,Datsun,2018,273000,7659,Petrol
Datsun Redi Go,Datsun,2019,345000,72314,Petrol
Datsun Redi Go,Datsun,2017,228000,75817,Petrol
Datsun Redi Go,Datsun,2019,323000,37238,Petrol
Datsun Redi Go,Datsun,2021,499000,33730,Petrol
Datsun Redi Go,Datsun,2021,426000,14135,Petrol
Datsun Redi Go,Datsun,2019,285000,33520,Petrol
Datsun Redi Go,Datsun,2017,191000,26603,Petrol
Datsun Redi Go,Datsun,2016,264000,60297,Petrol
Datsun Redi Go,Datsun,2017,283000,46031,Petrol
Datsun Redi Go,Datsun,2018,252000,65548,Petrol
Datsun Redi Go,Datsun,2018,353000,11737,Petrol
Datsun Redi Go,Datsun,2019,409000,9368,Petrol
Datsun Redi Go,Datsun,2020,416000,19205,Petrol
Datsun Redi Go,Datsun,2020,390000,22182,Petrol
Datsun Redi Go,Datsun,2018,249000,25775,Petrol
Datsun Redi Go,Datsun,2017,266000,9743,Petrol
Datsun Redi Go,Datsun,2021,352000,7685,Petrol
Datsun Redi Go,Datsun,2018,292000,11500,Petrol
Datsun RediGO 1.0 S,Datsun,2020,350000,2136,Petrol
Datsun RediGO 1.0 S,Datsun,2018,300000,19000,Petrol
Datsun RediGO 1.0 S,Datsun,2018,320000,35000,Petrol
Datsun RediGO 1.0 S,Datsun,2018,310000,7000,Petrol
Datsun RediGO 1.0 S,Datsun,2018,300000,7000,Petrol
Datsun RediGO 1.0 S,Datsun,2017,220000,60000,Petrol
Datsun RediGO 1.0 S,Datsun,2017,240000,35000,Petrol
Datsun RediGO 1.0 T Option,Datsun,2019,390000,10000,Petrol
Datsun RediGO 1.0 T Option,Datsun,2017,300000,20000,Petrol
Datsun RediGO 1.0 T Option,Datsun,2017,278000,20000,Petrol
Datsun RediGO A,Datsun,2019,270000,2300,Petrol
Datsun RediGO AMT 1.0 S,Datsun,2018,275000,20000,Petrol
Datsun RediGO S,Datsun,2017,235000,25000,Petrol
Datsun RediGO S,Datsun,2018,280000,50000,Petrol
Datsun RediGO Sport,Datsun,2017,229999,80000,Petrol
Datsun RediGO SV 1.0,Datsun,2019,325000,1300,Petrol
Datsun RediGO T,Datsun,2017,300000,25000,Petrol
Datsun RediGO T,Datsun,2017,270000,31100,Petrol
Datsun RediGO T,Datsun,2017,270000,31100,Petrol
Datsun RediGO T Option,Datsun,2018,217000,25000,Petrol
Datsun RediGO T Option,Datsun,2017,290000,30000,Petrol
Datsun RediGO T Option,Datsun,2016,260000,35000,Petrol
Datsun RediGO T Option,Datsun,2018,217000,25000,Petrol
Datsun RediGO T Option,Datsun,2018,250000,10000,Petrol
Datsun RediGO T Option,Datsun,2016,200000,35000,Petrol
Fiat Avventura MULTIJET Emotion,Fiat,2015,450000,120000,Diesel
Fiat Avventura Power Up 1.3 Active,Fiat,2016,360000,100000,Diesel
Fiat Avventura Power Up 1.3 Emotion,Fiat,2015,500000,96500,Diesel
Fiat Avventura Power Up 1.3 Emotion,Fiat,2015,425000,96500,Diesel
Fiat Avventura Power Up 1.3 Emotion,Fiat,2015,459999,60000,Diesel
Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,2013,250000,47000,Diesel
Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,2011,300000,60000,Diesel
Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,2012,450000,70000,Diesel
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2013,300000,133000,Diesel
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2011,220000,117000,Diesel
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2013,300000,82500,Diesel
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2011,254999,100000,Diesel
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),Fiat,2011,280000,200000,Diesel
Fiat Grande Punto 1.4 Emotion,Fiat,2009,150000,55000,Petrol
Fiat Grande Punto 1.4 Emotion,Fiat,2009,150000,55000,Petrol
Fiat Grande Punto Active (Diesel),Fiat,2013,280000,52000,Diesel
Fiat Grande Punto Active (Diesel),Fiat,2012,170000,60000,Diesel
Fiat Grande Punto EVO 1.2 Dynamic,Fiat,2015,350000,60000,Petrol
Fiat Grande Punto EVO 1.3 Active,Fiat,2014,320000,39395,Diesel
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,300000,95000,Diesel
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,550000,67000,Diesel
Fiat Grande Punto Sport 90BHP,Fiat,2013,400000,90000,Diesel
Fiat Grande Punto Sport 90BHP,Fiat,2012,285000,70000,Diesel
Fiat Linea 1.3 Active,Fiat,2010,200000,80000,Diesel
Fiat Linea 1.3 Active,Fiat,2011,250000,30000,Diesel
Fiat Linea 1.3 Multijet Active,Fiat,2015,375000,67000,Diesel
Fiat Linea 1.3 Multijet Emotion,Fiat,2015,700000,20000,Diesel
Fiat Linea 1.3 Multijet Emotion,Fiat,2015,700000,20000,Diesel
Fiat Linea 1.3 Multijet Emotion,Fiat,2015,500000,70000,Diesel
Fiat Linea Classic 1.3 Multijet,Fiat,2014,280000,185000,Diesel
Fiat Linea Classic Plus 1.3 Multijet,Fiat,2014,325000,142500,Diesel
Fiat Linea Emotion,Fiat,2010,150000,100000,Petrol
Fiat Linea Emotion,Fiat,2010,125000,40000,Petrol
Fiat Linea Emotion (Diesel),Fiat,2010,190000,178000,Diesel
Fiat Linea Emotion (Diesel),Fiat,2012,300000,77000,Diesel
Fiat Linea Emotion (Diesel),Fiat,2010,275000,110000,Diesel
Fiat Linea Emotion (Diesel),Fiat,2010,265000,61000,Diesel
Fiat Palio 1.2,Fiat,2006,80000,35000,Petrol
Fiat Palio 1.2 ELX,Fiat,2003,70000,50000,Petrol
Fiat Palio 1.2 ELX,Fiat,2003,70000,50000,Petrol
Fiat Punto 1.2 Active,Fiat,2009,140000,110000,Petrol
Fiat Punto 1.2 Active,Fiat,2009,100000,100000,Petrol
Fiat Punto 1.3 Emotion,Fiat,2013,350000,160254,Diesel
Fiat Punto 1.3 Emotion,Fiat,2010,190000,120000,Diesel
Fiat Punto 1.3 Emotion,Fiat,2009,150000,153000,Diesel
Fiat Punto EVO 1.3 Emotion,Fiat,2016,360000,60000,Diesel
Fiat Punto Pure 1.2L FIRE,Fiat,2016,265000,33003,Petrol
Force Gurkha Hard Top BS3 4WD,Force,2018,910000,20000,Diesel
Force Gurkha Hard Top BS3 4WD,Force,2018,910000,20000,Diesel
Force One EX,Force,2018,850000,120000,Diesel
Force One SX ABS 7 Seating,Force,2018,1050000,13000,Diesel
Force One SX ABS 7 Seating,Force,2018,1050000,13000,Diesel
Force One SX ABS 7 Seating,Force,2014,555000,147279,Diesel
Ford Aspire Titanium BSIV,Ford,2019,800000,33000,Petrol
Ford Aspire Titanium BSIV,Ford,2019,675000,7000,Petrol
Ford Aspire Titanium BSIV,Ford,2019,675000,7000,Petrol
Ford Aspire Titanium BSIV,Ford,2019,575000,20000,Petrol
Ford Aspire Titanium Diesel BSIV,Ford,2016,600000,155201,Diesel
Ford Aspire Titanium Diesel BSIV,Ford,2017,725000,75000,Diesel
Ford Aspire Trend Diesel BSIV,Ford,2018,530000,80000,Diesel
Ford Aspire Trend Plus,Ford,2018,620000,15000,Petrol
Ford Aspire Trend Plus,Ford,2018,620000,15000,Petrol
Ford Aspire Trend Plus,Ford,2018,690000,13000,Petrol
Ford Aspire Trend Plus,Ford,2018,620000,15000,Petrol
Ford Aspire Trend Plus,Ford,2018,690000,13000,Petrol
Ford Classic 1.4 Duratorq CLXI,Ford,2013,200000,70000,Diesel
Ford Classic 1.4 Duratorq CLXI,Ford,2014,310000,90000,Diesel
Ford Classic 1.4 Duratorq CLXI,Ford,2014,330000,100000,Diesel
Ford Classic 1.4 Duratorq Titanium,Ford,2014,350000,113226,Diesel
Ford Classic 1.6 Duratec CLXI,Ford,2013,250000,60000,Petrol
Ford Classic 1.6 Duratec LXI,Ford,2013,350000,90000,Petrol
Ford Classic 1.6 Duratec Titanium,Ford,2014,450000,110000,Petrol
Ford Classic 1.6 Duratec Titanium,Ford,2013,350000,120000,Petrol
Ford Ecosport,Ford,2019,836000,50078,Petrol
Ford Ecosport,Ford,2015,505000,67486,Petrol
Ford Ecosport,Ford,2018,844000,47942,Petrol
Ford Ecosport,Ford,2019,796000,57675,CNG
Ford Ecosport,Ford,2016,692000,46706,Petrol
Ford Ecosport,Ford,2017,722000,33921,Petrol
Ford Ecosport,Ford,2017,777000,33493,Petrol
Ford Ecosport,Ford,2016,755000,67889,Petrol
Ford Ecosport,Ford,2018,810000,37983,Petrol
Ford Ecosport,Ford,2019,710000,34446,Petrol
Ford Ecosport,Ford,2015,497000,92975,Petrol
Ford Ecosport,Ford,2017,617000,72091,Petrol
Ford Ecosport,Ford,2018,720000,45730,Diesel
Ford Ecosport,Ford,2016,522000,74717,Petrol
Ford Ecosport,Ford,2016,777000,18965,Petrol
Ford Ecosport,Ford,2018,699000,80250,Petrol
Ford Ecosport,Ford,2017,625000,51665,Diesel
Ford Ecosport,Ford,2019,813000,22276,Petrol
Ford Ecosport,Ford,2014,567000,65171,Petrol
Ford Ecosport,Ford,2016,537000,111487,Diesel
Ford Ecosport,Ford,2014,456000,75761,Petrol
Ford Ecosport,Ford,2018,829000,58559,Petrol
Ford Ecosport,Ford,2017,617000,102616,Diesel
Ford Ecosport,Ford,2018,805000,112071,CNG
Ford Ecosport,Ford,2016,697000,84459,Diesel
Ford Ecosport,Ford,2014,470000,90433,Petrol
Ford Ecosport,Ford,2015,529000,81297,Petrol
Ford Ecosport,Ford,2021,874000,63357,Diesel
Ford Ecosport,Ford,2017,699000,14241,Petrol
Ford Ecosport,Ford,2014,495000,76517,Diesel
Ford Ecosport,Ford,2019,722000,84035,Petrol
Ford Ecosport,Ford,2018,668000,54937,Diesel
Ford Ecosport,Ford,2019,823000,18014,CNG
Ford Ecosport,Ford,2019,778000,51442,Petrol
Ford Ecosport,Ford,2018,676000,73059,Diesel
Ford Ecosport,Ford,2018,794000,59589,Diesel
Ford Ecosport,Ford,2019,741000,87938,Diesel
Ford Ecosport,Ford,2018,737000,77819,Diesel
Ford Ecosport,Ford,2017,551000,52450,Petrol
Ford Ecosport,Ford,2017,694000,85982,Petrol
Ford Ecosport,Ford,2018,760000,76198,Diesel
Ford Ecosport,Ford,2018,695000,54308,Petrol
Ford Ecosport,Ford,2021,1022000,25576,Petrol
Ford Ecosport,Ford,2017,651000,91641,Petrol
Ford Ecosport,Ford,2018,945000,24567,Petrol
Ford Ecosport,Ford,2014,480000,54379,Petrol
Ford Ecosport,Ford,2015,574000,35133,Petrol
Ford Ecosport,Ford,2019,802000,43760,Diesel
Ford Ecosport,Ford,2020,942000,68754,Diesel
Ford Ecosport,Ford,2017,546000,54120,Diesel
Ford Ecosport,Ford,2018,710000,93671,Diesel
Ford Ecosport,Ford,2019,870000,7288,Petrol
Ford Ecosport,Ford,2019,948000,41348,Petrol
Ford Ecosport,Ford,2020,895350,19755,Diesel
Ford Ecosport,Ford,2016,737000,39441,Petrol
Ford Ecosport,Ford,2018,828000,89998,Diesel
Ford Ecosport,Ford,2018,884000,43481,Petrol
Ford Ecosport,Ford,2018,912000,21738,Petrol
Ford Ecosport,Ford,2018,741000,53505,Petrol
Ford Ecosport,Ford,2018,881000,61873,Diesel
Ford Ecosport,Ford,2013,430000,59978,Petrol
Ford Ecosport,Ford,2019,833000,23724,Petrol
Ford Ecosport,Ford,2018,718000,94521,Diesel
Ford Ecosport,Ford,2021,1098000,11915,Petrol
Ford Ecosport,Ford,2020,972000,31724,Petrol
Ford Ecosport,Ford,2018,811000,90114,Diesel
Ford Ecosport,Ford,2019,1028000,13204,Petrol
Ford Ecosport,Ford,2015,549000,58675,Petrol
Ford Ecosport,Ford,2016,598000,51228,CNG
Ford Ecosport,Ford,2018,801000,73725,Petrol
Ford Ecosport,Ford,2019,792000,28735,Petrol
Ford Ecosport,Ford,2018,720000,39722,Petrol
Ford Ecosport,Ford,2019,920000,63133,Diesel
Ford Ecosport,Ford,2017,584000,82722,Diesel
Ford Ecosport,Ford,2018,634000,47956,Diesel
Ford Ecosport,Ford,2017,738000,71230,Diesel
Ford Ecosport,Ford,2014,403000,47208,Petrol
Ford Ecosport,Ford,2018,768000,46124,Petrol
Ford Ecosport,Ford,2019,771000,108772,Diesel
Ford Ecosport,Ford,2016,544000,64393,Petrol
Ford Ecosport,Ford,2016,485000,97711,Diesel
Ford Ecosport,Ford,2019,861000,58565,Diesel
Ford Ecosport,Ford,2017,643000,87141,Petrol
Ford Ecosport,Ford,2019,961000,45133,Petrol
Ford Ecosport,Ford,2018,793000,33388,Petrol
Ford Ecosport,Ford,2019,1002000,42354,Diesel
Ford Ecosport,Ford,2017,722000,34132,Petrol
Ford Ecosport,Ford,2018,726000,51323,Petrol
Ford Ecosport,Ford,2018,785000,31128,Petrol
Ford Ecosport,Ford,2018,843000,26246,Petrol
Ford Ecosport,Ford,2017,575000,98410,Petrol
Ford Ecosport,Ford,2021,819600,39677,Petrol
Ford Ecosport,Ford,2017,565000,39530,Petrol
Ford Ecosport,Ford,2016,678000,62347,Petrol
Ford Ecosport,Ford,2016,703000,88415,Petrol
Ford Ecosport,Ford,2019,726000,45739,Petrol
Ford Ecosport,Ford,2018,674000,54831,Diesel
Ford Ecosport,Ford,2017,724000,88695,Diesel
Ford Ecosport,Ford,2019,880000,83865,Petrol
Ford Ecosport,Ford,2020,750000,96075,Diesel
Ford Ecosport,Ford,2017,653000,61411,Diesel
Ford Ecosport,Ford,2017,622000,46609,Petrol
Ford Ecosport,Ford,2015,540000,40632,Petrol
Ford Ecosport,Ford,2015,555500,55610,Petrol
Ford Ecosport,Ford,2018,829000,64200,Diesel
Ford Ecosport,Ford,2018,842000,49360,Petrol
Ford Ecosport,Ford,2017,637000,93866,Diesel
Ford Ecosport,Ford,2016,719000,54909,Petrol
Ford Ecosport,Ford,2017,805000,35660,Petrol
Ford Ecosport,Ford,2019,896000,42595,Diesel
Ford Ecosport,Ford,2018,812000,71070,Petrol
Ford Ecosport,Ford,2016,619000,46600,Petrol
Ford Ecosport,Ford,2015,396000,122062,Diesel
Ford Ecosport,Ford,2017,632000,85389,Diesel
Ford Ecosport,Ford,2021,1027000,21724,Petrol
Ford Ecosport,Ford,2014,493000,80250,Petrol
Ford Ecosport,Ford,2016,534000,100601,Diesel
Ford Ecosport,Ford,2019,814000,29878,Petrol
Ford Ecosport,Ford,2016,529000,84070,Petrol
Ford Ecosport,Ford,2016,426000,89850,Diesel
Ford Ecosport,Ford,2020,981000,27669,Petrol
Ford Ecosport,Ford,2017,552000,93995,Petrol
Ford Ecosport,Ford,2018,721000,84606,Petrol
Ford Ecosport,Ford,2020,1010000,14618,Petrol
Ford Ecosport,Ford,2017,776000,41247,Petrol
Ford Ecosport,Ford,2016,473000,96841,Diesel
Ford Ecosport,Ford,2017,726000,67481,Petrol
Ford Ecosport,Ford,2017,616000,86439,Diesel
Ford Ecosport,Ford,2018,670000,117803,Petrol
Ford Ecosport,Ford,2017,733000,85126,Petrol
Ford Ecosport,Ford,2014,488000,121451,Petrol
Ford Ecosport,Ford,2014,528000,106937,Diesel
Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,2013,429000,49102,Petrol
Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,2014,550000,43011,Petrol
Ford EcoSport 1.5 Diesel Ambiente BSIV,Ford,2018,750000,17000,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2015,599000,92651,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2019,950000,16034,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2016,725000,30000,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2015,599000,92651,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2016,725000,30000,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2014,550000,105000,Diesel
Ford Ecosport 1.5 Diesel Titanium,Ford,2014,550000,105000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,800000,30000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,950000,20000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,975000,30000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,900000,40000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,975000,30000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,950000,80000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,960000,2600,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,900000,25000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2016,570000,112879,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,810000,30000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,850000,90000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,990000,60000,Diesel
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,880000,65000,Diesel
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,850000,76139,Diesel
